Sector,RealSector,Country,Country Code,amount,time,DealType,Company Name,DealSubtype
Competitive,,Vietnam,VN,1100000.0,2005,,Sai Gon Beer Transportation JSC,
Competitive,,Vietnam,VN,1610000.0,2005,,Song Da JSC,
Competitive,,Vietnam,VN,1900000.0,2005,,Ta Cu Tourism JSC,
Competitive,,Vietnam,VN,10700000.0,2005,,Tan Mai paper Company Limited,
Competitive,,Vietnam,VN,1570000.0,2005,,Taxi SASCO JSC,
Competitive,,Vietnam,VN,1200000.0,2005,,Thai Nguyen Metal Mechanical Co,
Competitive,,Vietnam,VN,1240000.0,2005,,Viet Thinh Garment JSC,
Competitive,,Vietnam,VN,2300000.0,2005,,Vinacontrol Evaluation JSC,
Competitive,,Vietnam,VN,1570000.0,2005,,Vitaly JSC,
Energy,,Vietnam,VN,1900000.0,2005,,Dong Nai Sand Exploitation Company,
Energy,,Vietnam,VN,3700000.0,2005,,Petroleum Drilling Chemical Product JSC,
Energy,,Vietnam,VN,10800000.0,2005,,VIPCO Petrol and Gas Transportation JSC,
Financial,,Vietnam,VN,1000000.0,2005,,Ho Chi Minh  Invesment and Services JSC,
Infrastructure,,Vietnam,VN,2800000.0,2005,,Electricity Installation JSC No. 1,
Infrastructure,,Vietnam,VN,5000000.0,2005,,Khanh Hoa Electricity JSC,
Infrastructure,,Vietnam,VN,31600000.0,2005,,Song Hinh - Vinh Son Hydro Electricity JSC,
Competitive,,Vietnam,VN,5930000.0,2006,,Bim Son Cement JSC,
Competitive,,Vietnam,VN,1130000.0,2006,,Dong Bac Stuff Food JSC,
Competitive,,Vietnam,VN,1130000.0,2006,,Dong Nai Brick JSC,
Competitive,,Vietnam,VN,2000000.0,2006,,Dong Nai tourism JSC,
Competitive,,Vietnam,VN,1200000.0,2006,,Ha Tinh Beverage and Beer Co,
Competitive,,Vietnam,VN,1360000.0,2006,,Hanoi Construction JSC  No. 4,
Competitive,,Vietnam,VN,1000000.0,2006,,Hanoi Trading JSC,
Competitive,,Vietnam,VN,1100000.0,2006,,Ho Chi Minh Mausoleum Construction JSC,
Competitive,,Vietnam,VN,4300000.0,2006,,Ninh Hoa Sugar JSC,
Competitive,,Vietnam,VN,3100000.0,2006,,No.1 General Export and Import JSC,
Competitive,,Vietnam,VN,1450000.0,2006,,Noi Bai Airline Services JSC,
Competitive,,Vietnam,VN,4820000.0,2006,,Petro Engineering JSC,
Competitive,,Vietnam,VN,1340000.0,2006,,Sai Gon Tourist Import Export JSC,
Competitive,,Vietnam,VN,1800000.0,2006,,Soc Trang Aquaculture JSC,
Competitive,,Vietnam,VN,1760000.0,2006,,Song Da JSC No. 9,
Competitive,,Vietnam,VN,1600000.0,2006,,Yellow Star Rubber JSC,
Energy,,Vietnam,VN,20900000.0,2006,,Petroleum Drilling Service JSC,
Energy,,Vietnam,VN,12300000.0,2006,,VITACO Petrolimex Transportation JSC,
Infrastructure,,Vietnam,VN,42900000.0,2006,,Pha Lai Thermo Power JSC,
Infrastructure,,Vietnam,VN,3500000.0,2006,,Sai Gon Marine Transportation JSC,
Primary,,Vietnam,VN,2250000.0,2006,,Binh Duong Construction and Mineral Company,
Primary,,Vietnam,VN,1900000.0,2006,,Nui Beo Coal JSC,
Infrastructure,,Vietnam,VN,12000000.0,2007,Divestiture,Ba Ria Thermal Power Company,Partial (20%)
Infrastructure,,Vietnam,VN,7300000.0,2007,Divestiture,Ninh Binh Thermal Power Company,Partial (31.8%)
Infrastructure,,Vietnam,VN,59000000.0,2007,Divestiture,Thac Mo Hydrpower Company,Partial (20%)
Financial,,Vietnam,VN,64000000.0,2008,IPO,Vietnam Bank for Industry and Trade,
Competitive,,Vietnam,VN,341000000.0,2008,IPO,Saigon Beer and Alcohol Beverage (Sabeco),
Infrastructure,,Yemen,YE,10000000.0,2000,Greenfield project,SabaFon,"Build, own, and operate"
Infrastructure,,Yemen,YE,10000000.0,2000,Greenfield project,Spacetel Yemen,"Build, own, and operate"
Infrastructure,,Yemen,YE,214000000.0,2006,Divestiture,Yemen Mobil,Partial (45%)
Competitive,,Zimbabwe,ZW,92950000.0,2001,Divestiture,Cotton Company of Zimbabwe,Partial
Competitive,,Zimbabwe,ZW,13150000.0,2001,Divestiture,Dairibord Zimbabwe Limited,Partial
Competitive,,Zimbabwe,ZW,5350000.0,2001,Divestiture,NOCZIM shares in Total Zimbabwe,Partial
Competitive,,Zimbabwe,ZW,1800000.0,2001,Divestiture,Zimbabwe Development Corporation (ZDC),Full
Financial,,Zimbabwe,ZW,15040000.0,2001,Divestiture,Zimbabwe Reinsurance Company,Partial
Infrastructure,,Zimbabwe,ZW,3000000.0,2001,Divestiture,Hwange Power,Partial
Manufacturing & Services,Oil production,Albania,AL,560000.0,1995,auction,"Oil refinery, Patos",
Infrastructure,Electricity,Albania,AL,1280000.0,1995,auction,"Electricity Distribution, Elbasan",
Infrastructure,Electricity,Albania,AL,1420000.0,1995,auction,"Electricity Distribution, Vlore",
Energy,Petroleum,Albania,AL,1260000.0,1995,auction,"Petrolimpex, Tirana",
Manufacturing & Services,Vehicle Maintenance,Albania,AL,70000.0,1995,auction,"OAT, Tirane",
Manufacturing & Services,Construction,Albania,AL,80000.0,1995,auction,"Military construction, Fier",
Manufacturing & Services,Wood products,Albania,AL,90000.0,1995,auction,"Wood processing,  Berat",
Manufacturing & Services,Manufacturing,Albania,AL,90000.0,1995,auction,Manufacturing factory,
Manufacturing & Services,Machinery,Albania,AL,110000.0,1995,auction,"Mekanike Bujqesore, Fier",
Manufacturing & Services,Wood products,Albania,AL,130000.0,1995,auction,"Wood processing,  Korca",
Manufacturing & Services,Oil production,Albania,AL,150000.0,1995,auction,"Prodhim Vajra, Delvine",
Manufacturing & Services,Construction,Albania,AL,190000.0,1995,auction,"Ndertim Ura, Tirane",
Manufacturing & Services,Wood products,Albania,AL,240000.0,1995,auction,"Wood processing, Lac",
Manufacturing & Services,Manufacturing,Albania,AL,310000.0,1995,auction,"Gozhde Bullonat, Kavaje",
Manufacturing & Services,Medical Equipment,Albania,AL,340000.0,1995,auction,"Elektromjeksore, Tirane",
Manufacturing & Services,Equipment,Albania,AL,380000.0,1995,auction,"Prodhim Karbonike, Elbasan",
Manufacturing & Services,Construction,Albania,AL,400000.0,1995,auction,"Road construction, Patos",
Manufacturing & Services,Paper Products,Albania,AL,440000.0,1995,auction,"Amballazh Kartoni, Tirane",
Manufacturing & Services,Milling,Albania,AL,550000.0,1995,auction,"Flour factory, Tirana",
Manufacturing & Services,Plastics,Albania,AL,630000.0,1995,auction,"Plastic factory, Lushnje",
Manufacturing & Services,Agribusiness,Albania,AL,690000.0,1995,auction,"Bloja, Tirane",
Manufacturing & Services,Manufacturing,Albania,AL,710000.0,1995,auction,"Leather products, Tirana",
Manufacturing & Services,Equipment,Albania,AL,730000.0,1995,auction,"Mekanike e K.M., Elbasan",
Manufacturing & Services,Manufacturing,Albania,AL,830000.0,1995,auction,"Military & Agricultural, Berat",
Other,Cold Storage,Albania,AL,60000.0,1995,auction,"Frigoriferi, Berat",
Other,Storage,Albania,AL,100000.0,1995,auction,"Cereal silos, Peqin",
Other,Storage,Albania,AL,120000.0,1995,auction,"Cereal silos, Durres",
Other,Food,Albania,AL,500000.0,1995,auction,"Bread factory, Tirana",
Other,Bricks,Albania,AL,870000.0,1995,auction,"Brick factory, Elbasan",
Other,Storage,Albania,AL,1080000.0,1995,auction,"Cereal silos and processing, Vlore",
Primary,Metallurgy,Albania,AL,330000.0,1995,auction,"Dajti metal factory, Tirana",
Primary,Metallurgy,Albania,AL,510000.0,1995,auction,"Machines & metals, Tirana",
Services,Services,Albania,AL,150000.0,1995,auction,"Trucking enterprise, Tirana",
Services,Repair service,Albania,AL,190000.0,1995,auction,Oil machinery repair,
Services,Printing,Albania,AL,230000.0,1995,auction,"Cartography printing, Tirana",
Services,Services,Albania,AL,240000.0,1995,auction,"Ndert. Rip. Mak. Asfalti, Tirane",
Services,Services,Albania,AL,270000.0,1995,auction,"Trucking company, Tirana",
Services,Retail,Albania,AL,270000.0,1995,auction,"Retail network, Korca",
Services,Printing,Albania,AL,350000.0,1995,auction,"Shtypshkronja ""cajupi"", Tirane",
Services,Printing,Albania,AL,600000.0,1995,auction,"Printing enterprise, Tirana",
Services,Hotel,Albania,AL,920000.0,1995,auction,"Iliria Hotel, Korca",
Services,Tourism,Albania,AL,1520000.0,1995,auction,"Turizmi, Vlore",
Infrastructure,Road construction,Albania,AL,290000.0,1995,auction,"Ndert. Asfalt. Rruga, Tirane",
Infrastructure,Road maintenance,Albania,AL,450000.0,1995,auction,"Asfaltim Rruga, Fier",
Infrastructure,Road maintenance,Albania,AL,810000.0,1995,auction,"Ndertim Rruga, Elbasan",
Energy,Petroleum,Albania,AL,1800000.0,1997,Auction,Petrolimpex,
Manufacturing & Services,Cement,Albania,AL,4300000.0,1997,Auction,Elbasan Cement,
Other,Various,Albania,AL,880000.0,1998,,Small and Medium Enterprises (SMEs),
Services,Tourism,Algeria,DZ,9250000.0,1996,Tender,Chateaneuf Hotel,
Manufacturing & Services,Manufacturing (Pharmaceuticals),Algeria,DZ,28700000.0,1999,IPO,Saidal,
Services,Wholesale and retail trade,Algeria,DZ,17100000.0,1999,IPO,Eriad,
Services,Industry,Angola,AO,3800000.0,1996,Tender,Cuca-Huambo,
Services,Industry,Angola,AO,40000.0,1998,Tender and Public Offer,Panificadora Sta. Filomena,
Services,Industry,Angola,AO,2400000.0,1998,Tender and Public Offer,Moagem do Kikolo,
Infrastructure,Airlines,Argentina,AR,28000000.0,1988,debt assumed by GOA,Austral,
Infrastructure,Power Utility,Argentina,AR,15200000.0,1993,"US$2Mn in cash, US$13.2Mn DES",Centrales Termicas del Noroeste Argentino S.A.,
Energy,Petrochemicals,Argentina,AR,357500000.0,1995,direct sale,"Petroquimica Bahia Blanca, SA",
Energy,Petroleum/Petrochemicals,Argentina,AR,17500000.0,1990,"$4.5Mn cash, $13Mn DES",Petropol,
Energy,Petroleum/Petrochemicals,Argentina,AR,35800000.0,1990,"$9.3Mn cash, $26.5Mn DES",Monomeros viniflicos,
Energy,Petroleum/Petrochemicals,Argentina,AR,68400000.0,1990,"$17.8Mn cash, $50.6 Mn DES",Induclor,
Energy,Petroleum,Argentina,AR,256900000.0,1990,concessions,YPF (37 secondary drilling areas),
Manufacturing & Services,Chemicals,Argentina,AR,55100000.0,1990,"$14.1Mn cash, $41Mn DES",Polisur,
Services,Television stations,Argentina,AR,5700000.0,1990,15-year concession,Canal 13,
Services,Television stations,Argentina,AR,8200000.0,1990,15-year concession,Canal 11,
Infrastructure,Telecommunications,Argentina,AR,2395000000.0,1990,"$100Mn cash, $2.3Bn DES",Telecom S.A.,
Infrastructure,Telecommunications,Argentina,AR,2819000000.0,1990,"$114Mn cash, $2.7Bn DES",Telefonica de Argentina,
Infrastructure,Roads,Argentina,AR,,1990,"concession, US$100mn p.a.","National Highways (10,000 Kms of roads)",
Infrastructure,Airlines,Argentina,AR,1870000000.0,1990,"$260Mn cash, $1.61Bn DES",Aerolineas Argentinas,
Energy,Petroleum,Argentina,AR,55000000.0,1991,,Santa Cruz I,
Energy,Petroleum,Argentina,AR,140500000.0,1991,concessions,YPF (22 secondary drilling areas),
Energy,Petroleum,Argentina,AR,167690000.0,1991,,Vizcacheras (Mendoza),
Energy,Petroleum,Argentina,AR,170480000.0,1991,,El Huemul-Koluel Kaike,
Energy,Petroleum,Argentina,AR,179980000.0,1991,,Tordillo,
Energy,Petroleum,Argentina,AR,286350000.0,1991,,Puesto Hernandez (Neuquen),
Energy,Petroleum,Argentina,AR,615100000.0,1991,joint ventures,YPF (5 primary drilling areas),
Manufacturing & Services,Manufacturing,Argentina,AR,59800000.0,1991,,Tandanor,
Manufacturing & Services,Manufacturing,Argentina,AR,300000000.0,1991,$900Mn DES (estimated),La Celulosa,
Other,Foodstuffs,Argentina,AR,,1991,token sum paid,Santa Helena,
Services,Tourism,Argentina,AR,15700000.0,1991,"$3.7Mn cash, $12Mn DES",Llao-Llao Hotel,
Infrastructure,Telecommunications,Argentina,AR,,1991,concession,Radio stations (6),
Infrastructure,Telecommunications,Argentina,AR,830000000.0,1991,"GDRs, public offer",Telefonica de Argentina,
Infrastructure,Railroads,Argentina,AR,,1991,"30-year concession,  $500Mn future invest.",Rosario-Bahia Blanca,
Infrastructure,Power Utility,Argentina,AR,8500000.0,1992,,Central Pedro de Mendoza,
Infrastructure,Power Utility,Argentina,AR,22100000.0,1992,,Central Alto Valle,
Infrastructure,Power Utility,Argentina,AR,25000000.0,1992,,Central Dock Sud,
Infrastructure,Gas,Argentina,AR,72000000.0,1992,"$10Mn cash, $62 DES",Distribuidora de Gas Noroeste,
Infrastructure,Power Utility,Argentina,AR,86200000.0,1992,"$10Mn cash, $76.2Mn DES",Central Guemes,
Infrastructure,Power Utility,Argentina,AR,90100000.0,1992,,Central Costanera,
Infrastructure,Power Utility,Argentina,AR,92200000.0,1992,,Central Puerto,
Infrastructure,Gas,Argentina,AR,103610000.0,1992,"$14Mn cash, $89.6 Mn DES",Distribuidora de Gas del Litoral,
Infrastructure,Gas,Argentina,AR,122000000.0,1992,"$26Mn cash, $96Mn DES",Distribuidora de Gas Cuyana,
Infrastructure,Gas,Argentina,AR,138000000.0,1992,"$18Mn cash, $120Mn DES",Distribuidora de Gas del Centro,
Infrastructure,Power Utility,Argentina,AR,139000000.0,1992,"$5Mn cash, $134Mn DES",Edelap (Area la Plata),
Infrastructure,Gas,Argentina,AR,148000000.0,1992,"$14Mn cash, $134Mn DES",Distribuidora de Gas del  Sur,
Infrastructure,Gas,Argentina,AR,155560000.0,1992,"$28Mn cash, $127.5Mn DES",Distribuidora de Gas Buenos Aires Norte,
Infrastructure,Gas,Argentina,AR,210220000.0,1992,"$28Mn cash, $182.2 Mn DES",Transportadora de Gas del Norte,
Infrastructure,Gas,Argentina,AR,235410000.0,1992,"$18Mn cash, $217.4 Mn DES",Distribuidora de Gas Pampeana,
Infrastructure,Gas,Argentina,AR,300020000.0,1992,"$44Mn cash, $256Mn DES",Distribuidora de Gas Metropolitana,
Infrastructure,Gas,Argentina,AR,356200000.0,1992,"$100Mn cash, $256.2 Mn DES",Transportadora de Gas del Sur,
Infrastructure,Power Utility,Argentina,AR,427900000.0,1992,"$30Mn cash, $397.9Mn DES",Edenor,
Infrastructure,Power Utility,Argentina,AR,511000000.0,1992,"$30Mn cash, $481Mn DES",Edesur,
Energy,Petroleum/Petrochemicals,Argentina,AR,7300000.0,1992,,Petroquimica Rio Tercero,
Energy,Petroleum,Argentina,AR,36000000.0,1992,,Palmar Largo,
Energy,Petroleum,Argentina,AR,67100000.0,1992,concessions,YPF (27 secondary drilling areas),
Energy,Petroleum,Argentina,AR,141600000.0,1992,,Santa Cruz II,
Energy,Petroleum,Argentina,AR,143500000.0,1992,,Tierra Del Fuego,
Energy,Petroleum,Argentina,AR,143700000.0,1992,,Aguarague,
Energy,Petroleum,Argentina,AR,464760000.0,1992,joint ventures,YPF joint ventures (4),
Financial,Banking,Argentina,AR,15000000.0,1992,,Bank of the Province of Corrientes,
Manufacturing & Services,Agribusiness\Livestock,Argentina,AR,,1992,"10-year concession, royalty of 12% of total income",Mercado de Hacienda de Liniers,
Manufacturing & Services,Livestock market,Argentina,AR,,1992,10-year concession,Mercado de Hacienda de Liniers,
Manufacturing & Services,Steel,Argentina,AR,33000000.0,1992,"$3.3Mn cash, $29.7Mn DES",Altos Hornos Zapla,
Manufacturing & Services,Steel,Argentina,AR,152100000.0,1992,"$140Mn cash, $12.1 DES",Somisa,
Services,Race track,Argentina,AR,61500000.0,1992,"25-year concession, 8.5% of bets plus 30% of ticket sales",Hipodromo Argentino,
Infrastructure,Telecommunications,Argentina,AR,1226900000.0,1992,initial public offer,Telecom,
Infrastructure,Railroads,Argentina,AR,,1992,30-year concession,General Mitre Railroad,
Infrastructure,Railroads,Argentina,AR,,1992,30-year concession,General Urquiza Railroad,
Infrastructure,Railroads,Argentina,AR,,1992,30-year concession,Delta Borges Railroad,
Infrastructure,Railroads,Argentina,AR,,1992,30-year concession,General Roca Railroad,
Infrastructure,Railroads,Argentina,AR,,1992,30-year concession,San Martin Railroad,
Infrastructure,Port/Grain Elevator,Argentina,AR,1100000.0,1992,"concession, $3/Ton plus $.15 royalties",Puerto Buenos Aires grain elevator,
Infrastructure,Port/Grain Elevator,Argentina,AR,2000000.0,1992,Direct sale,Puerto Diamante grain elevator,
Infrastructure,Port/Grain Elevator,Argentina,AR,2900000.0,1992,"concession, $3.5/Ton plus $.4 royalties",Puerto Quequen grain elevator,
Infrastructure,Water,Argentina,AR,,1992,"30-year concession, coefficient 0.731",Obras Sanitarias de la Nacion,
Infrastructure,Power Utility,Argentina,AR,400000.0,1993,,Centrales Termicas del Noreste Argentino S.A.,
Infrastructure,Power Utility,Argentina,AR,5200000.0,1993,"US$2Mn in cash, US$3.2Mn DES",Centrales Termicas Patagonicas S.A.,
Infrastructure,Power Utility,Argentina,AR,8800000.0,1993,"$5Mn cash, $3.8Mn DES",Central Sorrento,
Infrastructure,Power Utility,Argentina,AR,66100000.0,1993,"US$10Mn in cash, US$56.1 Mn DES",Central San Nicolas,
Infrastructure,Power Utility,Argentina,AR,73000000.0,1993,"US$27Mn in cash, US$45.6 Mn DES",Central Hidroelectrica Cerros Colorados S.A. (Hidronor),
Infrastructure,Power Utility,Argentina,AR,97000000.0,1993,initial public offer,Central Costanera S.A.,
Infrastructure,Power Utility,Argentina,AR,178000000.0,1993,"US$48 Mn in cash, US$130 Mn DES",Central Hidroelectrica Alicura S.A. (Hidronor),
Infrastructure,Power Utility,Argentina,AR,223900000.0,1993,"US$87Mn in cash, US$136.9 Mn DES",Central Hidroelectrica el Chocon (Hidronor),
Infrastructure,Power Utility,Argentina,AR,234100000.0,1993,"US$30Mn in cash, US$204.1Mn DES",Transener,
Infrastructure,Power Utility,Argentina,AR,272100000.0,1993,"US$100Mn in cash, US$172.1Mn DES",Hidroelectrica Piedra del Aguila (Hidronor),
Energy,Petroleum,Argentina,AR,860000.0,1993,,YPF Planta de Aerosoles Dock Sud,
Energy,Petroleum/Petrochemicals,Argentina,AR,6000000.0,1993,,"YPF-3 ships, 6 tankers",
Energy,Petroleum,Argentina,AR,8700000.0,1993,,YPF Interpetrol,
Energy,Petroleum,Argentina,AR,10000000.0,1993,,YPF Terminales Maritimas Patagonicas,
Energy,Petroleum,Argentina,AR,11700000.0,1993,,YPF Destileria Dock Sud,
Energy,Petroleum,Argentina,AR,12200000.0,1993,,YPFDestileria San Lorenzo,
Energy,Petroleum,Argentina,AR,19000000.0,1993,,YPF Ebytem (Puerto Rosales),
Energy,Petroleum,Argentina,AR,41800000.0,1993,,YPF Transportes Maritimos Petroleros,
Energy,Petroleum,Argentina,AR,64100000.0,1993,,YPF Refineria de Campo Duran (Refinor),
Energy,Petroleum,Argentina,AR,77000000.0,1993,,YPF Oleoductos del Valle,
Energy,Petroleum,Argentina,AR,3040000000.0,1993,"public offer, 75% of shares offered to foreign investors (ADS)",Yacimientos Petroliferos Fiscales (YPF),
Financial,Real Estate,Argentina,AR,162100000.0,1993,,742 properties,
Manufacturing & Services,Chemicals,Argentina,AR,320000.0,1993,US$0.32Mn down payment plus 3 annual installments of US$0.42Mn,Fabrica Militar de Acido Sulfurico,
Manufacturing & Services,Chemicals,Argentina,AR,990000.0,1993,"US$0.33Mn in cash, US$0.66Mn DES",Carboquimica Argentina,
Manufacturing & Services,Chemicals,Argentina,AR,2630000.0,1993,"US$0.79Mn cash,US$1.84 DES",Fabrica Militar de Tolueno Sintetico,
Manufacturing & Services,Manufacturing,Argentina,AR,8500000.0,1993,,Fabrica Militar General San Martin,
Manufacturing & Services,Electrical/Electronics,Argentina,AR,15000000.0,1993,"US$12.4Mn in cash, US$2.6Mn DES",Fabrica Militar de Vainas y Conductores Electricos,
Infrastructure,Ports/Port Facilities,Argentina,AR,,1993,leasing; royalty of US$0.38/ton,Villa Constitucion grain elevator,
Infrastructure,Ports/Port Facilities,Argentina,AR,,1993,30-year concession; royalty of US$2.5/ton,Puerto Ingeniero White grain elevator,
Infrastructure,Roads,Argentina,AR,,1993,"22-year concession, total investment of US$470m",Acceso Norte,
Infrastructure,Roads,Argentina,AR,,1993,"22-year concession, total investment of US$220m",Acceso Oeste,
Infrastructure,Roads,Argentina,AR,,1993,22-year concession,Acceso Ricchieri,
Infrastructure,Railroads,Argentina,AR,,1993,20-year concession,FEMESA passenger lines,
Infrastructure,Port/Grain Elevator,Argentina,AR,2000000.0,1993,Direct sale,Elevadores Puerto Diamante,
Infrastructure,Port/Grain Elevator,Argentina,AR,2650000.0,1993,30-year concession,Terminal Portuaria Mar del Plata,
Infrastructure,Port/Grain Elevator,Argentina,AR,3500000.0,1993,Direct sale,Elevadores Terminales de Rosario,
Infrastructure,Ports/Port Facilities,Argentina,AR,3500000.0,1993,,Puerto Rosario Unit III grain elevator,
Infrastructure,Port/Grain Elevator,Argentina,AR,4100000.0,1993,Direct sale,Unidad Portuaria San Pedro,
Infrastructure,Power Utility,Argentina,AR,500000.0,1994,direct sale,Centrales Termicas del Litoral,
Infrastructure,Power Utility,Argentina,AR,3000000.0,1994,US$1Mn cash+ US$2M DES,Transnea,
Infrastructure,Power Utility,Argentina,AR,4100000.0,1994,,Hidrolectrica Rio Hondo,
Infrastructure,Power Utility,Argentina,AR,8700000.0,1994,"US$2Mn in cash , US$6.7Mn DES",Transnoa,
Infrastructure,Power Utility,Argentina,AR,10100000.0,1994,direct sale; US$2M cash+ US$8.1M DES,Centrales Termicas Mendoza,
Infrastructure,Power Utility,Argentina,AR,14200000.0,1994,direct sale:US$1.5M cash & US$ 12.7M DES,Hidroelectrica Ameghino,
Infrastructure,Power Utility,Argentina,AR,20200000.0,1994,direct sale,Distrocuyo,
Infrastructure,Power Utility,Argentina,AR,20800000.0,1994,US$1 Mn in cash; US$19.8 Mn,Transpa,
Infrastructure,Power Utility,Argentina,AR,32800000.0,1994,direct sale;US$4Mn cash; US$28.8Mn DES,Hidroelectrica Diamante,
Infrastructure,Gas,Argentina,AR,121500000.0,1994,domestic & international public offer ADRs,Metrogas,
Infrastructure,Gas,Argentina,AR,526500000.0,1994,40% dom;40% in US as ADRs;20% elsewhere,Transportadora de Gas del Sur,
Energy,Petroleum/Petrochemicals,Argentina,AR,3100000.0,1994,direct sale; $3.1Mn,YPF S.A.(5 tankers),
Financial,Banking,Argentina,AR,86300000.0,1994,direct sale; US$86.3 Mn represents 27.94% obligation to BNA,Caja Nacional de Ahorro y Seguro,
Other,Food Products,Argentina,AR,1900000.0,1994,direct sale,Corporacion Argentina de Productores,
Other,Defense,Argentina,AR,2800000.0,1994,direct sale,Fabrica Militar Pilar,
Primary,Coal,Argentina,AR,22500000.0,1994,10-year concession; subsidy US$22.5 Mn/year,Yacimientos Carboniferos Fiscales,
Infrastructure,Ports/Port Facilities,Argentina,AR,,1994,concession,Puerto Nuevo Ciudad de Buenos Aires:Terminals 1-6,
Infrastructure,Roads,Argentina,AR,,1994,22-year & 8 months concession,Acceso Norte,
Infrastructure,Roads,Argentina,AR,,1994,22-year & 8 months concession,Acceso Oeste,
Infrastructure,Roads,Argentina,AR,,1994,22-year & 8 months concession,Acceso Ricchieri,
Infrastructure,Ports/Port Facilities,Argentina,AR,,1994,20-year concession,"Puerto Nuevo Ciudad de Buenos Aire:Terminal 1,2",
Infrastructure,Railroads,Argentina,AR,,1994,10-year concession,Ferrocarriles Metropolitanos (FEMESA):Linea Belgano Norte,
Infrastructure,Railroads,Argentina,AR,,1994,10-year concession,Ferrocarriles Metropolitanos (FEMESA):Linea San Martin,
Infrastructure,Railroads,Argentina,AR,,1994,10-year concession,Ferrocarrils Metropolitanos (FEMESA):Linea Belgano Sur,
Infrastructure,Shipping,Argentina,AR,14600000.0,1994,direct sale,Empresa Lineas Maritimas Argentinas,
Infrastructure,Power Utility,Argentina,AR,41100000.0,1995,30-year concession,Hidroelectrica Rio Juramento SA,
Infrastructure,Power Utility,Argentina,AR,226000000.0,1995,direct sale,"Hidroelectrica Futaleufu, SA",
Infrastructure,Electricity,Argentina,AR,390000000.0,1995,direct sale,Edesur,
Energy,Petrochemicals,Argentina,AR,193000000.0,1995,direct sale,Polisur,
Infrastructure,Transport,Argentina,AR,,1995,Concession,Vias Navegables,
Infrastructure,Transport,Argentina,AR,,1995,10-year concession,Femesa - Roca Line,
Infrastructure,Transport,Argentina,AR,,1995,10-year concession,Femesa - Mitre Line,
Infrastructure,Transport,Argentina,AR,,1995,10-year concession,Femesa - Sarmiento Lin,
Infrastructure,Power,Argentina,AR,4600000.0,1996,Direct sale,Hidroelectrica Tucuman S.A.,
Infrastructure,Power,Argentina,AR,12300000.0,1996,Direct sale,Hidrotermica San Juan S.A.,
Infrastructure,Power,Argentina,AR,45000000.0,1996,Direct sale,Companhia Electrica de Salta,
Infrastructure,Power,Argentina,AR,46090000.0,1996,Direct sale,Empresa Jujena de Energia,
Infrastructure,Power,Argentina,AR,55000000.0,1996,Direct sale,Electricidad de la Plata,
Infrastructure,Power,Argentina,AR,63300000.0,1996,Direct sale,Empresa Electrica San Juan,
Infrastructure,Power,Argentina,AR,98000000.0,1996,Direct sale,Energia de Rio Negro,
Infrastructure,Power,Argentina,AR,157000000.0,1996,Direct sale,Edenor,
Infrastructure,Power,Argentina,AR,161000000.0,1996,Direct sale,Empresa de Distribucion de Electricidade de Entre Rios,
Infrastructure,Power,Argentina,AR,30300000.0,1997,Private  sale,Luis Piedrabuena de Bahia Blanca plant,
Infrastructure,Utility,Argentina,AR,220000000.0,1997,Private  sale,Empresa Social de Buenos Aires (Eseba) (Transba),
Infrastructure,Electricity distributor/power,Argentina,AR,404600000.0,1997,Private  sale,Atlantic area electricity distribution,
Infrastructure,Power,Argentina,AR,565000000.0,1997,Private  sale,EDEN and EDES,
Financial,Banking,Argentina,AR,50000000.0,1997,Private  sale,Merco Banca,
Services,Postal service,Argentina,AR,3096000000.0,1997,Private  sale,Encotesa,
Infrastructure,Gas,Argentina,AR,83000000.0,1998,Public Offer,Gas Natural Buenos Aires Norte (Gas Natural Ban) (GasBAN),
Infrastructure,Electricity,Argentina,AR,237700000.0,1998,Direct sale,Empresa de Energia de Mendoza (Edemsa),
Financial,Banking,Argentina,AR,57300000.0,1998,Direct sale,Banco de Santa Fe,
Infrastructure,Telephone Services,Argentina,AR,,1998,,Entel,
Infrastructure,Airport,Argentina,AR,,1998,Concession (20-year),Argentine airports,
Infrastructure,Water and Sewerage,Argentina,AR,132700000.0,1998,Concession (95-year),Obras Sanitarias Mendoza,
Energy,Mining and quarrying (Oil and gas),Argentina,AR,15400000000.0,1999,Trade sale,Yacimietos Petroliferos Fiscales (YPF),
Financial,Financial Intermediation (Banking),Argentina,AR,260000000.0,1999,,Banco Hipotecario Nacional (BHN-national mortgage bank),
Financial,Financial Intermediation (Banking),Argentina,AR,496500000.0,1999,IPO,Banco Hipotecario,
Services,Industry,Armenia,AM,750000.0,1996,Sale of shares,Erebuni,
Manufacturing & Services,Agribusiness,Armenia,AM,,1991,,Agricultural land,
Infrastructure,Electricity,Armenia,AM,520000.0,1996,Sale of shares,Vanadzor Ardvin elect. enterprise,
Manufacturing & Services,Agriculture,Armenia,AM,240000.0,1996,Sale of shares,Agroservice (Ashtarak),
Manufacturing & Services,Agriculture,Armenia,AM,270000.0,1996,Sale of shares,Agroservice (Aragats),
Manufacturing & Services,Chemicals,Armenia,AM,290000.0,1996,Sale of shares,Varnish plant,
Manufacturing & Services,Agriculture,Armenia,AM,300000.0,1996,Sale of shares,Berriutun (Gagarin),
Manufacturing & Services,Agriculture,Armenia,AM,300000.0,1996,Sale of shares,Arzni poultry factory,
